Source,Target,Weight,Type
1,699,0.3661,Undirected
1,702,0.1876,Undirected
1,714,0.172,Undirected
1,716,0.4497,Undirected
1,717,0.342,Undirected
1,718,0.1705,Undirected
1,720,0.1658,Undirected
1,721,0.2419,Undirected
1,731,0.1713,Undirected
1,732,0.171,Undirected
1,747,0.2329,Undirected
1,774,0.3015,Undirected
1,776,0.2226,Undirected
1,784,0.1728,Undirected
1,786,0.3207,Undirected
1,791,0.2213,Undirected
2,3,0.2221,Undirected
2,4,0.5698,Undirected
2,5,0.2786,Undirected
2,6,0.2733,Undirected
2,7,0.4339,Undirected
2,8,0.2112,Undirected
2,9,0.2155,Undirected
2,12,0.3871,Undirected
2,35,0.5045,Undirected
2,42,0.3021,Undirected
2,43,0.2368,Undirected
2,44,0.1761,Undirected
2,45,0.2415,Undirected
2,46,0.266,Undirected
2,49,0.2198,Undirected
2,52,0.2525,Undirected
2,58,0.1688,Undirected
2,67,0.168,Undirected
2,73,0.1968,Undirected
2,74,0.1908,Undirected
2,75,0.1797,Undirected
2,77,0.1918,Undirected
2,84,0.1812,Undirected
2,85,0.1787,Undirected
2,94,0.1715,Undirected
2,99,0.1668,Undirected
2,109,0.3757,Undirected
2,111,0.2093,Undirected
2,112,0.1553,Undirected
2,114,0.3165,Undirected
2,115,0.3005,Undirected
2,116,0.3187,Undirected
2,117,0.3252,Undirected
2,119,0.2325,Undirected
2,124,0.197,Undirected
2,125,0.2112,Undirected
2,126,0.2503,Undirected
2,127,0.2031,Undirected
2,128,0.5325,Undirected
2,129,0.2029,Undirected
2,130,0.3019,Undirected
2,132,0.2708,Undirected
2,133,0.2029,Undirected
2,134,0.2765,Undirected
2,135,0.2027,Undirected
2,136,0.1893,Undirected
2,150,0.1505,Undirected
2,168,0.1978,Undirected
2,169,0.2412,Undirected
2,170,0.226,Undirected
2,172,0.3429,Undirected
2,173,0.1984,Undirected
2,174,0.3863,Undirected
2,175,0.3203,Undirected
2,176,0.2212,Undirected
2,177,0.2163,Undirected
2,178,0.1955,Undirected
2,179,0.2909,Undirected
2,180,0.2664,Undirected
2,181,0.164,Undirected
2,182,0.2959,Undirected
2,183,0.1671,Undirected
2,184,0.2045,Undirected
2,185,0.1555,Undirected
2,186,0.1798,Undirected
2,187,0.1551,Undirected
2,189,0.2631,Undirected
2,190,0.3408,Undirected
2,191,0.2529,Undirected
2,192,0.1676,Undirected
2,193,0.1629,Undirected
2,195,0.2212,Undirected
2,196,0.4194,Undirected
2,197,0.3261,Undirected
2,198,0.2554,Undirected
2,201,0.1577,Undirected
2,209,0.1611,Undirected
2,255,0.1666,Undirected
2,301,0.1531,Undirected
2,302,0.422,Undirected
2,308,0.3497,Undirected
2,310,0.4422,Undirected
2,311,0.2881,Undirected
2,312,0.2933,Undirected
2,313,0.2848,Undirected
2,314,0.2636,Undirected
2,326,0.1992,Undirected
2,327,0.2928,Undirected
2,347,0.3834,Undirected
2,351,0.1563,Undirected
2,364,0.2105,Undirected
2,372,0.1989,Undirected
2,429,0.1996,Undirected
2,433,0.3457,Undirected
2,434,0.2788,Undirected
2,435,0.3457,Undirected
2,441,0.2075,Undirected
2,442,0.2465,Undirected
2,445,0.2054,Undirected
2,446,0.2321,Undirected
2,449,0.2229,Undirected
2,454,0.3184,Undirected
2,455,0.2653,Undirected
2,456,0.2532,Undirected
2,457,0.2916,Undirected
2,458,0.2853,Undirected
2,460,0.1565,Undirected
2,466,0.2027,Undirected
2,471,0.2208,Undirected
2,485,0.1757,Undirected
2,486,0.1582,Undirected
2,491,0.3891,Undirected
2,493,0.157,Undirected
2,499,0.1612,Undirected
2,502,0.1775,Undirected
2,507,0.1657,Undirected
2,511,0.2231,Undirected
2,513,0.2286,Undirected
2,538,0.1908,Undirected
2,545,0.2141,Undirected
2,580,0.1613,Undirected
2,583,0.3037,Undirected
2,584,0.2945,Undirected
2,585,0.2585,Undirected
2,586,0.2459,Undirected
2,587,0.1942,Undirected
2,588,0.2341,Undirected
2,589,0.1677,Undirected
2,590,0.2318,Undirected
2,599,0.1586,Undirected
2,612,0.197,Undirected
2,627,0.1893,Undirected
2,665,0.1833,Undirected
2,666,0.2701,Undirected
2,678,0.1587,Undirected
